Timestamp,pcr1,pcr2,pcr3,pcr4,pcr5,pcr6,pcr7,pcr8,pcr9,pcr10,pcr11,pcr12,pcr13,pcr14,pcr15,pcr16,pcr17,pcr18,pcr19,pcr20,pcr21,pcr22,pcr23,pcr24,pcr25,pcr26,pcr27,pcr28,pcr29,pcr30,difference1,difference2,difference3,difference4,difference5,difference6,difference7,difference8,difference9,difference10,difference11,difference12,difference13,difference14,difference15,difference16,difference17,difference18,difference19,difference20,difference21,difference22,difference23,difference24,difference25,difference26,difference27,difference28,difference29,difference30,s1,s2,s3,r1,r2,r3,Price,VWAP
2024-07-31 08:48:50,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:49:21,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:49:52,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:50:23,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:50:54,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:51:26,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:51:56,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:52:27,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:52:58,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:53:29,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:54:00,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:54:30,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:55:01,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:55:32,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:56:03,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:56:33,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:57:05,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:57:35,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
2024-07-31 08:58:06,1.8842424835961218,2.723819630771695,4.114270331248077,3.9683740956101023,2.925641476274165,2.3826195896703624,2.196701542419405,2.720071996611924,2.8952070464424615,2.8505960533657992,2.2849770363037374,2.164405591207719,1.9047874524765198,2.1934982787091717,2.2191224057722674,2.1942044509591128,2.198745549391405,2.3153557101866147,2.369539616404394,2.4112117818724763,2.4492594034941653,2.654356741498229,2.9314457326845607,2.968462549277267,3.0414463991680387,3.2240781334454387,3.330312473419268,3.455932521673813,3.4022810822450893,4.48229564169512,45145.0,86091.0,121469.0,133749.0,109569.0,102636.0,104198.0,146213.0,165679.0,182404.0,158358.0,152777.0,136603.0,170570.0,172173.0,169460.0,173727.0,186574.0,198864.0,207935.0,215844.0,248491.0,267540.0,274134.0,282675.0,296265.0,301363.0,313878.0,312359.0,346767.0,24000,24500,24400,25500,25000,25200,24857.3,24857.3
